latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,32.0,-14400,America/New_York,GMT-4

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),surface_pressure (hPa)
2023-01-03T20:00,10.1,100,0.00,0.00,0.00,3,100,10.5,232,22.3,1006.2
2023-01-03T21:00,11.4,99,0.20,0.20,0.00,51,100,10.5,218,15.5,1006.1
2023-01-03T22:00,11.6,98,0.00,0.00,0.00,3,95,13.8,221,20.9,1006.0
2023-01-03T23:00,11.8,97,0.00,0.00,0.00,3,100,13.2,227,20.9,1005.7
2023-01-04T00:00,11.9,96,0.00,0.00,0.00,3,100,12.7,225,21.6,1005.2
2023-01-04T01:00,11.9,97,0.00,0.00,0.00,3,100,13.5,222,20.2,1004.9
2023-01-04T02:00,12.2,96,0.10,0.10,0.00,51,100,16.6,221,25.6,1004.8
2023-01-04T03:00,12.4,95,0.00,0.00,0.00,3,100,17.3,227,27.0,1005.1
2023-01-04T04:00,12.9,93,0.00,0.00,0.00,3,100,18.2,232,29.2,1005.2
2023-01-04T05:00,12.2,96,0.00,0.00,0.00,3,100,13.5,245,27.7,1005.1
2023-01-04T06:00,12.3,97,0.00,0.00,0.00,3,100,14.8,244,22.7,1005.8
2023-01-04T07:00,12.5,97,0.00,0.00,0.00,3,100,15.9,245,24.8,1006.4
2023-01-04T08:00,10.1,99,0.00,0.00,0.00,3,100,10.4,250,25.6,1006.9
2023-01-04T09:00,11.9,98,0.00,0.00,0.00,3,98,9.4,268,15.1,1007.8
2023-01-04T10:00,13.4,94,0.00,0.00,0.00,3,95,14.4,238,22.0,1008.5
2023-01-04T11:00,14.9,92,0.00,0.00,0.00,3,100,9.8,253,22.3,1008.8
2023-01-04T12:00,16.2,87,0.00,0.00,0.00,3,100,8.0,252,18.4,1008.6
2023-01-04T13:00,17.3,82,0.00,0.00,0.00,3,100,8.5,216,18.4,1008.1
2023-01-04T14:00,18.0,79,0.00,0.00,0.00,3,100,8.4,187,18.0,1007.7
2023-01-04T15:00,17.2,82,0.00,0.00,0.00,3,100,12.7,165,22.3,1007.2
2023-01-04T16:00,15.6,89,0.00,0.00,0.00,3,100,9.2,149,22.3,1007.1
2023-01-04T17:00,14.1,95,0.00,0.00,0.00,3,100,8.1,111,15.8,1006.9
2023-01-04T18:00,12.6,99,0.30,0.30,0.00,51,100,8.8,125,14.8,1006.5
2023-01-04T19:00,11.8,100,0.70,0.70,0.00,53,100,9.6,110,15.1,1006.2
2023-01-04T20:00,9.6,99,0.90,0.90,0.00,53,100,7.0,102,17.3,1006.4
2023-01-04T21:00,11.4,98,0.30,0.30,0.00,51,100,5.8,94,15.5,1005.6
2023-01-04T22:00,11.4,100,0.00,0.00,0.00,3,91,4.4,99,10.1,1005.7
2023-01-04T23:00,11.3,100,0.00,0.00,0.00,3,100,4.0,90,6.5,1005.5
2023-01-05T00:00,10.8,100,0.00,0.00,0.00,3,100,4.5,104,7.6,1005.2
2023-01-05T01:00,10.8,100,0.00,0.00,0.00,3,100,3.3,131,7.2,1005.3
2023-01-05T02:00,11.2,99,0.00,0.00,0.00,3,100,4.3,175,6.1,1005.5
2023-01-05T03:00,12.6,99,0.00,0.00,0.00,3,100,9.6,236,14.0,1006.4
2023-01-05T04:00,13.1,98,0.00,0.00,0.00,3,88,9.3,234,14.4,1006.6
2023-01-05T05:00,12.5,99,0.00,0.00,0.00,2,60,10.9,253,16.6,1007.0
2023-01-05T06:00,11.5,100,0.00,0.00,0.00,3,98,9.1,261,16.6,1007.5
2023-01-05T07:00,11.1,99,0.00,0.00,0.00,3,100,8.6,268,13.7,1008.2
2023-01-05T08:00,7.8,99,0.00,0.00,0.00,3,94,6.7,36,12.6,1009.7
2023-01-05T09:00,8.4,97,0.00,0.00,0.00,3,100,12.1,63,17.6,1010.0
2023-01-05T10:00,8.6,96,0.00,0.00,0.00,3,100,9.4,67,18.4,1010.9
2023-01-05T11:00,9.3,92,0.00,0.00,0.00,3,100,10.1,63,19.8,1011.8
2023-01-05T12:00,10.5,87,0.00,0.00,0.00,3,100,7.9,66,19.8,1011.6
2023-01-05T13:00,11.2,84,0.00,0.00,0.00,3,100,7.4,39,17.6,1010.5
2023-01-05T14:00,11.4,82,0.00,0.00,0.00,3,100,8.1,32,17.3,1010.3
2023-01-05T15:00,10.6,83,0.00,0.00,0.00,3,100,9.9,33,18.0,1009.4
2023-01-05T16:00,10.1,82,0.00,0.00,0.00,3,82,11.8,63,20.5,1009.2
2023-01-05T17:00,9.8,83,0.00,0.00,0.00,3,100,9.6,77,20.5,1009.5
2023-01-05T18:00,9.3,87,0.00,0.00,0.00,3,100,7.2,117,16.2,1009.8
2023-01-05T19:00,8.9,92,0.00,0.00,0.00,3,100,10.7,132,15.8,1009.5
2023-01-05T20:00,7.4,95,0.00,0.00,0.00,3,100,5.4,90,16.6,1010.9
2023-01-05T21:00,8.2,91,0.00,0.00,0.00,3,100,6.8,72,11.9,1010.7
2023-01-05T22:00,8.0,91,0.00,0.00,0.00,3,100,5.2,74,11.2,1011.1
2023-01-05T23:00,7.9,89,0.00,0.00,0.00,3,100,7.2,72,10.8,1011.0
2023-01-06T00:00,7.7,87,0.00,0.00,0.00,3,100,9.9,71,15.1,1011.1
2023-01-06T01:00,7.1,87,0.10,0.10,0.00,51,100,10.8,64,18.0,1010.7
2023-01-06T02:00,6.6,90,0.40,0.40,0.00,51,100,9.2,64,16.9,1010.6
2023-01-06T03:00,6.2,95,1.30,1.30,0.00,61,100,9.1,81,14.8,1010.8
2023-01-06T04:00,6.1,96,1.20,1.20,0.00,55,100,9.8,98,15.8,1010.9
2023-01-06T05:00,5.9,97,1.60,1.60,0.00,61,100,7.6,360,14.8,1010.8
2023-01-06T06:00,5.4,98,1.30,1.30,0.00,61,100,11.2,21,18.0,1010.4
2023-01-06T07:00,4.9,97,0.00,0.00,0.00,3,100,8.4,83,18.0,1010.3
2023-01-06T08:00,5.2,97,0.30,0.30,0.00,51,100,5.4,138,14.0,1010.9
2023-01-06T09:00,5.8,98,0.20,0.20,0.00,51,100,5.5,101,9.7,1011.3
2023-01-06T10:00,6.2,96,0.40,0.40,0.00,51,100,5.5,79,11.9,1011.2
2023-01-06T11:00,6.6,91,0.10,0.10,0.00,51,100,2.1,59,10.1,1011.9
2023-01-06T12:00,6.9,93,0.60,0.60,0.00,53,100,6.6,248,12.6,1011.7
2023-01-06T13:00,7.8,85,0.10,0.10,0.00,51,100,8.1,249,17.6,1011.0
2023-01-06T14:00,7.4,83,1.90,1.90,0.00,61,80,13.6,282,24.1,1010.8
2023-01-06T15:00,7.9,77,0.10,0.10,0.00,51,80,8.9,284,23.4,1010.5
2023-01-06T16:00,8.7,69,0.00,0.00,0.00,1,23,12.0,279,22.0,1010.5
2023-01-06T17:00,8.1,70,0.00,0.00,0.00,0,10,9.2,281,23.0,1010.9
2023-01-06T18:00,6.1,75,0.00,0.00,0.00,0,10,9.7,274,14.4,1011.8
2023-01-06T19:00,5.2,77,0.00,0.00,0.00,0,9,12.1,280,19.1,1012.6
2023-01-06T20:00,5.0,80,0.00,0.00,0.00,0,0,11.9,284,19.8,1014.0
2023-01-06T21:00,5.0,75,0.00,0.00,0.00,1,30,15.7,281,24.5,1014.9
2023-01-06T22:00,4.0,76,0.00,0.00,0.00,1,41,16.3,284,25.9,1015.5
2023-01-06T23:00,3.3,78,0.00,0.00,0.00,0,15,15.0,287,25.9,1015.7
2023-01-07T00:00,2.5,81,0.00,0.00,0.00,0,1,14.0,282,24.1,1016.3
2023-01-07T01:00,2.0,83,0.00,0.00,0.00,0,1,12.8,292,22.3,1016.1
2023-01-07T02:00,1.5,82,0.00,0.00,0.00,0,5,12.4,287,20.5,1016.0
2023-01-07T03:00,1.1,81,0.00,0.00,0.00,0,0,11.3,292,19.8,1016.0
2023-01-07T04:00,0.9,81,0.00,0.00,0.00,0,0,10.8,285,18.0,1015.8
2023-01-07T05:00,0.6,81,0.00,0.00,0.00,0,0,11.6,286,18.7,1015.8
2023-01-07T06:00,0.5,81,0.00,0.00,0.00,1,34,12.1,287,19.4,1016.0
2023-01-07T07:00,0.6,79,0.00,0.00,0.00,3,85,11.3,287,19.4,1016.3
2023-01-07T08:00,1.8,76,0.00,0.00,0.00,3,97,9.5,279,19.1,1016.7
2023-01-07T09:00,3.0,70,0.00,0.00,0.00,3,100,13.4,276,20.5,1016.9
2023-01-07T10:00,3.6,69,0.00,0.00,0.00,3,100,12.3,273,22.0,1017.3
2023-01-07T11:00,4.4,67,0.00,0.00,0.00,3,100,12.3,277,21.6,1017.7
2023-01-07T12:00,5.8,64,0.00,0.00,0.00,2,59,13.0,289,24.1,1017.1
2023-01-07T13:00,7.1,58,0.00,0.00,0.00,0,16,14.7,295,27.4,1016.0
2023-01-07T14:00,8.1,49,0.00,0.00,0.00,1,26,17.6,301,31.3,1015.4
2023-01-07T15:00,8.2,45,0.00,0.00,0.00,3,91,19.7,305,33.8,1015.2
2023-01-07T16:00,7.8,46,0.00,0.00,0.00,3,94,20.2,309,34.9,1015.4
2023-01-07T17:00,7.1,49,0.00,0.00,0.00,3,99,17.6,317,32.8,1015.9
2023-01-07T18:00,5.9,53,0.00,0.00,0.00,2,58,15.9,322,27.7,1016.8
2023-01-07T19:00,4.4,60,0.00,0.00,0.00,3,100,9.4,310,25.2,1017.6
2023-01-07T20:00,3.9,64,0.00,0.00,0.00,3,96,11.6,277,18.0,1018.7
2023-01-07T21:00,3.4,66,0.00,0.00,0.00,0,1,12.2,284,19.4,1019.3
2023-01-07T22:00,2.5,72,0.00,0.00,0.00,1,29,10.9,297,19.1,1019.6
2023-01-07T23:00,2.2,74,0.00,0.00,0.00,0,12,11.5,302,18.4,1020.0
2023-01-08T00:00,2.0,73,0.00,0.00,0.00,0,4,12.5,303,20.2,1020.3
2023-01-08T01:00,1.5,73,0.00,0.00,0.00,0,0,11.6,306,20.5,1020.4
2023-01-08T02:00,1.1,71,0.00,0.00,0.00,0,0,11.2,310,18.7,1020.8
2023-01-08T03:00,0.8,70,0.00,0.00,0.00,0,0,13.7,315,21.6,1021.2
2023-01-08T04:00,0.2,72,0.00,0.00,0.00,0,0,13.6,328,22.0,1021.9
2023-01-08T05:00,-0.4,72,0.00,0.00,0.00,0,0,11.3,333,22.0,1022.2
2023-01-08T06:00,-1.5,75,0.00,0.00,0.00,0,0,8.0,324,18.4,1022.7
2023-01-08T07:00,-2.3,80,0.00,0.00,0.00,0,0,6.8,328,13.3,1023.0
2023-01-08T08:00,-0.9,77,0.00,0.00,0.00,0,0,7.9,336,11.5,1022.9
2023-01-08T09:00,-0.6,75,0.00,0.00,0.00,0,0,5.9,346,12.2,1023.1
2023-01-08T10:00,0.8,65,0.00,0.00,0.00,0,0,7.4,313,14.4,1023.5
2023-01-08T11:00,1.8,60,0.00,0.00,0.00,0,0,8.6,345,18.7,1023.7
2023-01-08T12:00,2.8,59,0.00,0.00,0.00,0,0,6.3,13,19.4,1023.4
2023-01-08T13:00,3.5,57,0.00,0.00,0.00,2,51,5.6,40,16.6,1022.5
2023-01-08T14:00,4.0,55,0.00,0.00,0.00,3,100,1.8,101,16.9,1021.8
2023-01-08T15:00,4.2,52,0.00,0.00,0.00,3,100,7.2,207,16.6,1021.5
2023-01-08T16:00,4.0,51,0.00,0.00,0.00,3,100,8.7,187,17.3,1020.7
2023-01-08T17:00,3.2,57,0.00,0.00,0.00,3,100,8.0,170,16.9,1019.7
2023-01-08T18:00,1.4,67,0.00,0.00,0.00,3,100,7.6,175,12.6,1019.7
2023-01-08T19:00,1.2,76,0.00,0.00,0.00,3,90,9.2,159,14.8,1019.3
2023-01-08T20:00,1.7,78,0.00,0.00,0.00,0,2,9.1,162,15.8,1018.8
2023-01-08T21:00,0.9,86,0.00,0.00,0.00,3,100,7.3,171,14.4,1018.3
2023-01-08T22:00,1.5,87,0.00,0.00,0.00,3,100,9.4,187,14.4,1017.9
2023-01-08T23:00,1.5,85,0.00,0.00,0.00,3,100,10.5,196,18.0,1017.4
2023-01-09T00:00,1.6,83,0.00,0.00,0.00,3,100,8.6,195,16.9,1016.5
2023-01-09T01:00,2.2,81,0.00,0.00,0.00,3,100,9.6,200,17.3,1015.8
2023-01-09T02:00,2.5,81,0.00,0.00,0.00,3,100,7.9,196,15.5,1014.7
2023-01-09T03:00,2.5,83,0.10,0.10,0.00,51,100,6.9,219,13.0,1014.1
2023-01-09T04:00,2.0,89,0.50,0.40,0.07,71,100,5.8,240,11.2,1013.6
2023-01-09T05:00,1.8,95,0.30,0.30,0.00,51,100,3.3,276,8.6,1012.5
2023-01-09T06:00,1.6,96,0.50,0.30,0.14,71,100,3.4,252,6.8,1011.8
2023-01-09T07:00,1.8,94,0.10,0.10,0.00,51,100,3.3,229,7.9,1011.1
2023-01-09T08:00,2.0,95,0.00,0.00,0.00,1,28,1.6,153,6.1,1010.9
2023-01-09T09:00,1.8,96,0.00,0.00,0.00,1,29,5.0,300,7.6,1010.7
2023-01-09T10:00,2.8,93,0.00,0.00,0.00,3,100,7.6,289,14.4,1011.1
2023-01-09T11:00,3.3,90,0.00,0.00,0.00,2,69,6.8,288,15.1,1010.9
2023-01-09T12:00,4.8,70,0.00,0.00,0.00,0,0,12.4,306,24.1,1010.8
2023-01-09T13:00,5.9,62,0.00,0.00,0.00,0,0,13.7,305,25.6,1009.6
2023-01-09T14:00,6.8,57,0.00,0.00,0.00,0,0,16.5,306,29.9,1008.6
2023-01-09T15:00,7.2,52,0.00,0.00,0.00,0,0,17.7,309,31.0,1007.9
2023-01-09T16:00,7.1,51,0.00,0.00,0.00,0,0,17.9,308,31.7,1007.7
2023-01-09T17:00,6.0,55,0.00,0.00,0.00,0,0,14.9,307,30.2,1008.1
2023-01-09T18:00,3.9,59,0.00,0.00,0.00,0,0,12.3,302,23.8,1008.6
2023-01-09T19:00,2.5,64,0.00,0.00,0.00,0,0,11.4,294,19.8,1009.0
2023-01-09T20:00,1.6,65,0.00,0.00,0.00,0,0,10.7,284,19.1,1010.0
2023-01-09T21:00,1.1,65,0.00,0.00,0.00,0,0,8.6,272,16.9,1009.9
2023-01-09T22:00,0.8,69,0.00,0.00,0.00,0,0,9.4,263,14.8,1009.8
2023-01-09T23:00,0.9,71,0.00,0.00,0.00,0,0,11.9,268,18.7,1010.0
2023-01-10T00:00,1.2,69,0.00,0.00,0.00,0,0,14.6,279,23.0,1010.4
2023-01-10T01:00,0.9,69,0.00,0.00,0.00,0,0,12.7,285,23.4,1010.6
2023-01-10T02:00,0.3,71,0.00,0.00,0.00,0,6,11.2,285,20.5,1010.8
2023-01-10T03:00,0.2,71,0.00,0.00,0.00,1,23,11.4,283,18.4,1011.3
2023-01-10T04:00,0.1,72,0.00,0.00,0.00,3,98,10.1,274,18.4,1012.0
2023-01-10T05:00,0.3,72,0.00,0.00,0.00,2,59,10.1,274,16.9,1011.8
2023-01-10T06:00,0.3,73,0.00,0.00,0.00,3,84,10.8,266,17.6,1012.4
2023-01-10T07:00,0.3,76,0.00,0.00,0.00,2,72,8.4,260,17.6,1012.5
2023-01-10T08:00,0.3,83,0.00,0.00,0.00,3,97,5.8,240,14.0,1012.9
2023-01-10T09:00,1.5,79,0.00,0.00,0.00,3,100,8.8,235,13.3,1013.4
2023-01-10T10:00,2.7,75,0.00,0.00,0.00,3,100,8.1,238,15.8,1013.8
2023-01-10T11:00,3.9,69,0.00,0.00,0.00,3,94,8.9,238,17.3,1014.0
2023-01-10T12:00,5.2,62,0.00,0.00,0.00,3,100,11.1,299,20.9,1013.7
2023-01-10T13:00,5.8,59,0.00,0.00,0.00,3,100,13.3,303,24.8,1012.9
2023-01-10T14:00,6.2,56,0.00,0.00,0.00,3,100,14.3,298,25.9,1012.7
2023-01-10T15:00,6.3,54,0.00,0.00,0.00,3,100,14.2,294,26.3,1012.4
2023-01-10T16:00,6.1,54,0.00,0.00,0.00,3,100,12.0,303,25.2,1012.5
2023-01-10T17:00,5.7,58,0.00,0.00,0.00,3,100,8.1,315,20.5,1012.8
2023-01-10T18:00,4.4,62,0.00,0.00,0.00,3,100,5.9,322,12.6,1013.3
2023-01-10T19:00,4.1,63,0.00,0.00,0.00,3,100,7.4,309,11.2,1013.9
2023-01-10T20:00,2.9,63,0.00,0.00,0.00,3,100,9.6,290,12.6,1014.5
2023-01-10T21:00,3.0,63,0.00,0.00,0.00,3,100,9.2,301,16.6,1014.9
2023-01-10T22:00,1.8,71,0.00,0.00,0.00,3,100,5.9,322,14.4,1015.3
2023-01-10T23:00,1.0,77,0.00,0.00,0.00,3,100,5.9,346,9.7,1015.7
2023-01-11T00:00,1.0,78,0.00,0.00,0.00,3,96,7.3,351,11.9,1016.2
2023-01-11T01:00,0.7,76,0.00,0.00,0.00,3,99,9.1,351,14.0,1016.6
2023-01-11T02:00,0.7,72,0.00,0.00,0.00,3,92,11.9,5,18.7,1016.9
2023-01-11T03:00,-0.3,78,0.00,0.00,0.00,0,4,11.9,25,19.4,1017.2
2023-01-11T04:00,-1.1,79,0.00,0.00,0.00,2,56,10.1,27,19.8,1017.7
2023-01-11T05:00,-1.1,77,0.00,0.00,0.00,3,99,11.7,18,19.1,1018.6
2023-01-11T06:00,-0.8,74,0.00,0.00,0.00,3,100,13.5,29,21.6,1018.6
2023-01-11T07:00,-1.0,73,0.00,0.00,0.00,0,16,13.8,43,22.7,1018.2
2023-01-11T08:00,-0.4,75,0.00,0.00,0.00,2,66,10.0,41,22.0,1019.0
2023-01-11T09:00,-0.3,76,0.00,0.00,0.00,2,71,8.7,30,15.8,1020.0
2023-01-11T10:00,0.7,71,0.00,0.00,0.00,3,87,9.4,43,17.6,1020.4
2023-01-11T11:00,1.9,66,0.00,0.00,0.00,3,93,9.2,45,19.1,1021.1
2023-01-11T12:00,2.7,62,0.00,0.00,0.00,3,100,10.2,58,21.2,1021.0
2023-01-11T13:00,3.5,56,0.00,0.00,0.00,3,100,8.5,62,21.2,1020.6
2023-01-11T14:00,3.8,54,0.00,0.00,0.00,3,100,9.0,67,19.8,1020.2
2023-01-11T15:00,3.9,54,0.00,0.00,0.00,3,100,9.4,72,19.8,1019.6
2023-01-11T16:00,3.8,54,0.00,0.00,0.00,3,100,8.0,72,19.4,1019.7
2023-01-11T17:00,3.2,56,0.00,0.00,0.00,3,100,7.0,69,16.2,1020.4
2023-01-11T18:00,1.8,64,0.00,0.00,0.00,3,100,6.7,54,11.5,1020.3
2023-01-11T19:00,1.1,67,0.00,0.00,0.00,3,100,7.1,60,13.0,1020.4
2023-01-11T20:00,0.8,70,0.00,0.00,0.00,3,100,9.9,71,11.9,1020.8
2023-01-11T21:00,0.9,71,0.00,0.00,0.00,3,99,10.1,84,15.8,1020.7
2023-01-11T22:00,0.3,76,0.00,0.00,0.00,1,23,8.4,83,16.2,1020.6
2023-01-11T23:00,-0.3,80,0.00,0.00,0.00,3,92,8.0,80,13.7,1021.0
2023-01-12T00:00,-0.4,82,0.00,0.00,0.00,2,54,8.3,90,13.3,1020.8
2023-01-12T01:00,-0.6,85,0.00,0.00,0.00,1,45,9.4,72,14.8,1020.5
2023-01-12T02:00,-0.5,88,0.00,0.00,0.00,2,57,9.8,66,15.5,1019.9
2023-01-12T03:00,0.2,88,0.00,0.00,0.00,2,63,9.6,70,16.6,1019.7
2023-01-12T04:00,0.2,89,0.00,0.00,0.00,0,16,9.7,68,15.8,1018.8
2023-01-12T05:00,0.2,90,0.00,0.00,0.00,3,97,8.2,67,15.8,1018.4
2023-01-12T06:00,1.0,89,0.00,0.00,0.00,3,100,10.5,68,16.2,1018.0
2023-01-12T07:00,2.8,85,0.10,0.10,0.00,51,100,11.5,70,19.8,1017.7
2023-01-12T08:00,2.9,94,0.10,0.10,0.00,51,100,8.6,57,18.0,1018.2
2023-01-12T09:00,3.8,94,0.40,0.40,0.00,51,100,9.9,80,16.6,1018.2
2023-01-12T10:00,4.7,95,0.30,0.30,0.00,51,100,13.0,88,20.2,1017.6
2023-01-12T11:00,5.7,96,0.40,0.40,0.00,51,100,12.1,102,20.5,1017.8
2023-01-12T12:00,6.8,96,0.20,0.20,0.00,51,100,12.6,114,20.2,1017.1
2023-01-12T13:00,7.0,94,0.10,0.10,0.00,51,100,12.3,128,20.9,1015.1
2023-01-12T14:00,9.0,87,0.00,0.00,0.00,3,100,16.0,126,25.6,1014.1
2023-01-12T15:00,9.4,83,0.00,0.00,0.00,3,100,19.2,140,29.5,1013.1
2023-01-12T16:00,9.4,83,0.00,0.00,0.00,3,100,20.5,142,31.7,1011.8
2023-01-12T17:00,9.6,82,0.00,0.00,0.00,3,100,21.0,149,33.5,1011.3
2023-01-12T18:00,9.1,88,0.20,0.20,0.00,51,100,20.4,144,33.1,1009.7
