latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.738136,-74.04254,32.0,-14400,America/New_York,GMT-4

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),surface_pressure (hPa)
2023-02-15T02:00,3.2,80,0.00,0.00,0.00,3,100,8.0,198,10.4,1017.6
2023-02-15T03:00,4.2,71,0.00,0.00,0.00,3,100,7.7,208,10.8,1017.7
2023-02-15T04:00,5.0,63,0.00,0.00,0.00,3,100,9.4,203,15.1,1017.8
2023-02-15T05:00,5.6,59,0.00,0.00,0.00,3,100,10.7,192,16.9,1017.3
2023-02-15T06:00,5.6,61,0.00,0.00,0.00,3,100,12.8,191,20.2,1017.4
2023-02-15T07:00,6.0,65,0.00,0.00,0.00,3,100,14.0,179,21.2,1017.0
2023-02-15T08:00,6.3,70,0.00,0.00,0.00,3,100,16.5,191,26.3,1017.5
2023-02-15T09:00,7.4,69,0.00,0.00,0.00,3,100,19.1,183,29.5,1016.8
2023-02-15T10:00,8.6,68,0.00,0.00,0.00,3,100,21.3,185,34.2,1016.3
2023-02-15T11:00,10.8,61,0.00,0.00,0.00,3,95,21.0,186,36.4,1015.5
2023-02-15T12:00,12.4,57,0.00,0.00,0.00,2,67,21.6,180,37.1,1014.2
2023-02-15T13:00,14.8,54,0.00,0.00,0.00,2,58,23.9,185,40.3,1012.4
2023-02-15T14:00,15.9,54,0.00,0.00,0.00,0,4,25.3,191,43.2,1010.4
2023-02-15T15:00,16.8,52,0.00,0.00,0.00,0,0,26.5,201,44.3,1009.1
2023-02-15T16:00,17.0,51,0.00,0.00,0.00,0,2,26.9,212,45.4,1008.4
2023-02-15T17:00,16.6,54,0.00,0.00,0.00,2,79,21.8,214,44.6,1008.3
2023-02-15T18:00,14.9,59,0.00,0.00,0.00,3,97,22.8,219,36.0,1008.5
2023-02-15T19:00,13.6,61,0.00,0.00,0.00,3,94,22.5,230,36.0,1009.1
2023-02-15T20:00,13.0,63,0.00,0.00,0.00,3,100,19.3,225,35.3,1008.8
2023-02-15T21:00,13.2,61,0.00,0.00,0.00,1,43,21.6,226,35.3,1009.3
2023-02-15T22:00,12.9,60,0.00,0.00,0.00,2,72,19.2,232,33.8,1009.7
2023-02-15T23:00,12.9,60,0.00,0.00,0.00,3,100,19.6,238,31.0,1010.1
2023-02-16T00:00,12.6,60,0.00,0.00,0.00,3,100,17.6,242,30.6,1010.1
2023-02-16T01:00,12.1,62,0.00,0.00,0.00,3,90,16.5,234,27.4,1010.4
2023-02-16T02:00,11.4,65,0.00,0.00,0.00,3,100,15.9,237,25.6,1010.6
2023-02-16T03:00,11.1,66,0.00,0.00,0.00,2,53,15.8,246,24.5,1011.3
2023-02-16T04:00,10.8,67,0.00,0.00,0.00,0,0,16.1,243,24.8,1011.3
2023-02-16T05:00,10.3,68,0.00,0.00,0.00,1,44,16.4,244,25.9,1011.5
2023-02-16T06:00,9.8,71,0.00,0.00,0.00,3,99,14.9,255,25.6,1012.1
2023-02-16T07:00,9.2,73,0.00,0.00,0.00,3,100,12.8,260,23.0,1012.4
2023-02-16T08:00,9.7,69,0.00,0.00,0.00,3,100,11.4,259,19.4,1012.4
2023-02-16T09:00,11.8,64,0.00,0.00,0.00,3,100,11.0,281,18.0,1012.9
2023-02-16T10:00,14.1,62,0.00,0.00,0.00,3,100,10.4,314,16.9,1012.8
2023-02-16T11:00,16.7,60,0.00,0.00,0.00,3,100,7.2,323,17.3,1012.8
2023-02-16T12:00,18.8,53,0.00,0.00,0.00,3,100,2.3,288,15.5,1012.9
2023-02-16T13:00,18.9,52,0.00,0.00,0.00,3,100,7.3,189,15.8,1012.7
2023-02-16T14:00,19.2,51,0.00,0.00,0.00,3,100,9.2,169,19.1,1011.6
2023-02-16T15:00,17.2,56,0.00,0.00,0.00,3,100,9.0,151,19.1,1011.0
2023-02-16T16:00,14.8,68,0.30,0.30,0.00,51,100,11.4,162,16.6,1011.5
2023-02-16T17:00,12.2,89,1.80,1.80,0.00,61,100,7.4,157,18.0,1010.8
2023-02-16T18:00,11.7,93,0.80,0.80,0.00,53,100,10.2,148,14.0,1009.6
2023-02-16T19:00,10.2,93,0.00,0.00,0.00,3,100,11.4,152,18.0,1009.3
2023-02-16T20:00,9.4,95,0.00,0.00,0.00,3,100,7.6,185,18.4,1009.4
2023-02-16T21:00,11.1,90,0.00,0.00,0.00,3,100,8.0,190,14.4,1008.7
2023-02-16T22:00,10.5,93,0.00,0.00,0.00,3,100,7.3,189,11.2,1008.2
2023-02-16T23:00,11.1,93,0.00,0.00,0.00,3,100,10.0,218,14.4,1007.5
2023-02-17T00:00,11.4,94,0.00,0.00,0.00,3,100,11.2,228,16.9,1007.2
2023-02-17T01:00,11.1,96,0.00,0.00,0.00,3,100,10.6,198,16.6,1005.7
2023-02-17T02:00,10.9,98,0.00,0.00,0.00,3,100,10.0,201,15.8,1004.6
2023-02-17T03:00,10.6,99,0.00,0.00,0.00,3,100,7.5,215,15.1,1004.0
2023-02-17T04:00,11.1,99,0.00,0.00,0.00,3,100,10.5,202,14.4,1002.5
2023-02-17T05:00,11.5,99,0.00,0.00,0.00,3,100,13.5,205,20.5,1001.4
2023-02-17T06:00,11.9,98,0.00,0.00,0.00,3,100,15.1,205,24.1,1001.2
2023-02-17T07:00,12.3,97,0.00,0.00,0.00,3,100,14.7,205,23.4,1000.2
2023-02-17T08:00,13.2,91,0.00,0.00,0.00,3,100,23.2,237,26.6,1000.7
2023-02-17T09:00,13.6,94,1.30,1.30,0.00,61,100,22.3,239,40.3,1000.0
2023-02-17T10:00,13.8,95,1.70,1.70,0.00,61,100,22.0,232,34.9,999.6
2023-02-17T11:00,13.9,95,2.40,2.40,0.00,61,100,24.8,208,39.6,998.4
2023-02-17T12:00,13.9,93,0.50,0.50,0.00,53,100,25.3,210,44.3,996.3
2023-02-17T13:00,15.4,90,0.20,0.20,0.00,51,100,28.1,216,45.0,996.0
2023-02-17T14:00,15.4,95,1.00,1.00,0.00,55,100,26.5,224,49.3,995.0
2023-02-17T15:00,10.0,79,0.80,0.80,0.00,53,100,33.1,318,66.6,997.2
2023-02-17T16:00,10.1,75,0.00,0.00,0.00,3,100,29.3,323,52.2,997.9
2023-02-17T17:00,6.8,62,0.00,0.00,0.00,3,100,27.5,316,54.0,999.8
2023-02-17T18:00,5.2,56,0.10,0.10,0.00,51,100,25.8,319,45.4,1002.0
2023-02-17T19:00,4.2,57,0.10,0.10,0.00,51,100,28.7,330,44.6,1002.9
2023-02-17T20:00,3.4,66,0.00,0.00,0.00,3,99,26.2,316,53.3,1004.9
2023-02-17T21:00,2.5,57,0.00,0.00,0.00,2,51,33.8,321,55.8,1006.6
2023-02-17T22:00,1.1,58,0.00,0.00,0.00,2,57,28.4,322,55.4,1008.9
2023-02-17T23:00,0.3,55,0.00,0.00,0.00,0,9,28.1,320,46.1,1010.6
2023-02-18T00:00,-1.0,55,0.00,0.00,0.00,0,19,28.9,324,48.6,1012.1
2023-02-18T01:00,-1.6,56,0.00,0.00,0.00,0,14,26.1,322,47.2,1013.8
2023-02-18T02:00,-1.8,56,0.00,0.00,0.00,1,33,23.6,322,43.6,1014.8
2023-02-18T03:00,-1.9,57,0.00,0.00,0.00,2,60,19.5,322,38.9,1015.9
2023-02-18T04:00,-1.9,59,0.00,0.00,0.00,2,54,17.3,318,33.1,1016.7
2023-02-18T05:00,-1.6,58,0.00,0.00,0.00,2,63,15.3,315,28.4,1017.6
2023-02-18T06:00,-1.7,62,0.00,0.00,0.00,1,33,12.6,307,25.9,1018.7
2023-02-18T07:00,-2.2,64,0.00,0.00,0.00,0,6,11.4,305,21.2,1019.9
2023-02-18T08:00,-2.7,55,0.00,0.00,0.00,0,1,14.4,292,20.5,1021.7
2023-02-18T09:00,-2.5,50,0.00,0.00,0.00,0,0,18.7,295,31.3,1022.9
2023-02-18T10:00,-1.5,48,0.00,0.00,0.00,0,0,17.7,297,32.8,1023.7
2023-02-18T11:00,-0.3,46,0.00,0.00,0.00,0,0,16.0,293,32.4,1024.1
2023-02-18T12:00,1.2,43,0.00,0.00,0.00,0,0,15.2,292,31.3,1024.0
2023-02-18T13:00,2.8,41,0.00,0.00,0.00,0,0,14.9,285,31.0,1023.4
2023-02-18T14:00,4.1,39,0.00,0.00,0.00,0,0,12.3,265,30.6,1022.5
2023-02-18T15:00,5.2,37,0.00,0.00,0.00,0,0,12.8,248,26.6,1021.6
2023-02-18T16:00,5.8,37,0.00,0.00,0.00,0,0,15.1,242,28.1,1021.0
2023-02-18T17:00,5.8,39,0.00,0.00,0.00,0,0,16.6,243,29.2,1021.1
2023-02-18T18:00,5.0,44,0.00,0.00,0.00,0,0,14.2,240,28.8,1021.5
2023-02-18T19:00,3.7,50,0.00,0.00,0.00,0,0,13.9,233,23.0,1022.1
2023-02-18T20:00,2.8,54,0.00,0.00,0.00,0,19,13.7,235,24.8,1023.2
2023-02-18T21:00,2.5,55,0.00,0.00,0.00,1,30,15.3,236,24.1,1023.9
2023-02-18T22:00,2.2,54,0.00,0.00,0.00,2,52,16.1,236,25.9,1024.6
2023-02-18T23:00,1.9,56,0.00,0.00,0.00,1,47,16.0,234,25.9,1024.8
2023-02-19T00:00,1.5,58,0.00,0.00,0.00,2,55,14.8,236,25.6,1024.8
2023-02-19T01:00,0.9,62,0.00,0.00,0.00,3,100,13.0,246,24.1,1024.7
2023-02-19T02:00,0.4,65,0.00,0.00,0.00,3,100,11.5,250,21.2,1024.5
2023-02-19T03:00,0.3,66,0.00,0.00,0.00,3,100,11.2,249,19.8,1024.7
2023-02-19T04:00,0.3,68,0.00,0.00,0.00,3,100,10.5,248,18.0,1024.5
2023-02-19T05:00,0.3,70,0.00,0.00,0.00,3,100,8.2,247,16.9,1024.1
2023-02-19T06:00,0.2,72,0.00,0.00,0.00,3,100,7.1,240,13.7,1024.3
2023-02-19T07:00,-0.3,80,0.00,0.00,0.00,3,100,6.0,237,11.9,1024.5
2023-02-19T08:00,0.2,80,0.00,0.00,0.00,3,100,5.3,208,10.1,1024.6
2023-02-19T09:00,1.8,76,0.00,0.00,0.00,3,100,7.3,200,13.0,1024.6
2023-02-19T10:00,3.2,70,0.00,0.00,0.00,3,100,6.2,201,14.0,1024.7
2023-02-19T11:00,5.1,64,0.00,0.00,0.00,3,100,7.6,180,17.6,1024.5
2023-02-19T12:00,6.3,59,0.00,0.00,0.00,3,100,11.6,175,22.3,1023.9
2023-02-19T13:00,7.5,57,0.00,0.00,0.00,3,100,15.5,162,28.8,1022.4
2023-02-19T14:00,7.8,67,0.00,0.00,0.00,3,100,20.8,152,35.3,1020.3
2023-02-19T15:00,8.1,74,0.00,0.00,0.00,3,100,25.1,155,42.5,1018.8
2023-02-19T16:00,7.9,71,0.00,0.00,0.00,3,100,28.3,154,46.4,1017.5
2023-02-19T17:00,7.2,74,0.00,0.00,0.00,3,100,29.8,157,49.3,1016.1
2023-02-19T18:00,6.6,74,0.00,0.00,0.00,3,100,28.3,162,49.0,1015.2
2023-02-19T19:00,6.3,72,0.00,0.00,0.00,3,85,21.3,169,45.7,1015.1
2023-02-19T20:00,5.6,81,0.00,0.00,0.00,1,47,17.6,169,33.8,1013.8
2023-02-19T21:00,5.8,80,0.00,0.00,0.00,2,72,16.8,190,28.4,1013.3
2023-02-19T22:00,6.5,83,0.00,0.00,0.00,1,25,17.7,207,28.4,1012.4
2023-02-19T23:00,7.1,85,0.00,0.00,0.00,1,27,15.2,216,28.4,1011.8
2023-02-20T00:00,7.4,86,0.00,0.00,0.00,1,34,14.2,210,23.8,1011.0
2023-02-20T01:00,7.2,88,0.00,0.00,0.00,1,32,14.5,210,22.7,1010.3
2023-02-20T02:00,6.8,90,0.00,0.00,0.00,1,25,13.0,214,22.7,1009.4
2023-02-20T03:00,6.2,93,0.00,0.00,0.00,3,97,11.0,218,20.2,1008.7
2023-02-20T04:00,6.2,93,0.00,0.00,0.00,3,100,10.5,229,17.3,1007.5
2023-02-20T05:00,6.1,94,0.00,0.00,0.00,3,100,11.3,233,17.3,1006.6
2023-02-20T06:00,6.2,94,0.00,0.00,0.00,3,100,12.9,234,20.2,1006.0
2023-02-20T07:00,6.1,94,0.00,0.00,0.00,3,100,12.2,242,20.2,1005.0
2023-02-20T08:00,5.6,97,0.00,0.00,0.00,3,100,9.3,242,19.1,1004.5
2023-02-20T09:00,6.3,95,0.00,0.00,0.00,3,100,11.0,247,16.6,1004.4
2023-02-20T10:00,7.8,91,0.00,0.00,0.00,3,100,10.3,234,18.0,1003.9
2023-02-20T11:00,8.8,86,0.00,0.00,0.00,3,100,11.4,235,20.5,1003.4
2023-02-20T12:00,9.6,82,0.00,0.00,0.00,3,100,12.1,240,21.2,1002.9
2023-02-20T13:00,9.8,79,0.00,0.00,0.00,3,100,9.6,236,21.2,1001.9
2023-02-20T14:00,10.1,77,0.00,0.00,0.00,1,20,11.3,243,17.6,1000.6
2023-02-20T15:00,15.2,48,0.00,0.00,0.00,2,58,19.1,258,31.7,999.9
2023-02-20T16:00,15.4,41,0.00,0.00,0.00,1,22,25.3,276,41.8,999.7
2023-02-20T17:00,14.6,42,0.00,0.00,0.00,1,35,21.2,288,40.3,1000.0
2023-02-20T18:00,12.6,49,0.00,0.00,0.00,2,62,14.5,300,33.1,1000.1
2023-02-20T19:00,9.6,59,0.00,0.00,0.00,3,100,9.8,298,22.3,1000.4
2023-02-20T20:00,10.4,50,0.00,0.00,0.00,2,66,11.6,275,16.6,1000.2
2023-02-20T21:00,9.2,55,0.00,0.00,0.00,3,91,9.1,277,17.6,1000.1
2023-02-20T22:00,9.4,60,0.00,0.00,0.00,3,95,16.3,329,23.8,1000.7
2023-02-20T23:00,8.5,59,0.00,0.00,0.00,3,98,15.6,19,28.4,1000.7
2023-02-21T00:00,6.7,65,0.00,0.00,0.00,3,100,13.6,37,24.1,1000.6
2023-02-21T01:00,5.8,67,0.00,0.00,0.00,3,100,13.3,33,21.2,1000.5
2023-02-21T02:00,4.7,72,0.00,0.00,0.00,3,100,12.2,28,21.6,1000.1
2023-02-21T03:00,4.4,74,0.10,0.10,0.00,51,100,14.3,10,22.0,1000.3
2023-02-21T04:00,4.0,80,0.40,0.40,0.00,51,100,14.6,10,23.0,1000.1
2023-02-21T05:00,3.5,91,0.90,0.90,0.00,53,100,14.0,18,24.8,1000.2
2023-02-21T06:00,3.0,93,2.20,2.20,0.00,61,100,13.0,39,23.0,999.7
2023-02-21T07:00,2.3,95,0.40,0.40,0.00,51,100,16.0,23,26.3,999.7
2023-02-21T08:00,2.2,92,0.40,0.40,0.00,51,100,15.4,37,26.3,999.7
2023-02-21T09:00,2.7,90,0.00,0.00,0.00,3,100,15.3,45,28.1,1000.1
2023-02-21T10:00,3.2,89,0.00,0.00,0.00,3,100,12.5,41,25.6,1000.2
2023-02-21T11:00,3.8,85,0.00,0.00,0.00,3,100,5.9,43,22.3,1000.3
2023-02-21T12:00,4.3,83,0.00,0.00,0.00,3,100,4.1,345,14.4,1000.5
2023-02-21T13:00,5.2,80,0.00,0.00,0.00,3,100,2.4,297,12.2,999.9
2023-02-21T14:00,6.4,76,0.00,0.00,0.00,3,100,5.1,219,13.7,998.7
2023-02-21T15:00,7.9,69,0.00,0.00,0.00,3,100,9.2,225,19.8,998.3
2023-02-21T16:00,8.4,69,0.00,0.00,0.00,3,97,6.9,129,19.8,997.6
2023-02-21T17:00,6.3,85,2.70,2.10,0.42,73,100,17.8,198,40.7,999.1
2023-02-21T18:00,4.7,94,0.00,0.00,0.00,0,17,15.5,149,41.4,999.5
2023-02-21T19:00,4.2,96,0.00,0.00,0.00,1,22,8.2,165,25.2,1000.7
2023-02-21T20:00,4.4,95,0.00,0.00,0.00,0,0,6.7,216,14.8,1003.5
2023-02-21T21:00,3.5,98,0.00,0.00,0.00,3,89,7.2,233,11.9,1005.0
2023-02-21T22:00,2.5,97,0.00,0.00,0.00,0,2,9.4,247,11.5,1006.2
2023-02-21T23:00,2.0,95,0.00,0.00,0.00,2,50,9.4,274,12.6,1007.1
2023-02-22T00:00,1.8,93,0.00,0.00,0.00,0,16,8.2,299,12.6,1008.4
2023-02-22T01:00,1.9,87,0.00,0.00,0.00,1,38,9.2,309,15.8,1010.1
2023-02-22T02:00,0.9,87,0.00,0.00,0.00,0,18,7.9,317,14.8,1010.4
2023-02-22T03:00,1.0,83,0.00,0.00,0.00,1,21,9.3,298,14.8,1011.5
2023-02-22T04:00,0.9,80,0.00,0.00,0.00,1,26,11.1,299,18.0,1012.5
2023-02-22T05:00,0.6,79,0.00,0.00,0.00,1,39,12.0,309,19.4,1013.1
2023-02-22T06:00,0.0,80,0.00,0.00,0.00,0,0,8.7,312,19.1,1013.8
2023-02-22T07:00,-0.8,83,0.00,0.00,0.00,3,95,7.6,295,14.0,1014.8
2023-02-22T08:00,1.0,76,0.00,0.00,0.00,3,100,8.4,317,15.5,1015.8
2023-02-22T09:00,2.2,79,0.00,0.00,0.00,3,100,11.4,347,17.6,1016.1
2023-02-22T10:00,4.0,70,0.00,0.00,0.00,3,100,7.6,360,18.0,1016.4
2023-02-22T11:00,4.9,54,0.00,0.00,0.00,3,100,6.8,3,16.9,1016.7
2023-02-22T12:00,5.2,52,0.00,0.00,0.00,3,100,5.2,254,16.9,1018.1
2023-02-22T13:00,5.6,50,0.00,0.00,0.00,3,100,5.6,255,15.8,1018.0
2023-02-22T14:00,5.4,52,0.10,0.10,0.00,51,100,2.2,171,14.4,1016.5
2023-02-22T15:00,4.8,59,0.30,0.30,0.00,51,100,1.8,180,11.2,1016.1
2023-02-22T16:00,3.5,81,0.80,0.80,0.00,53,100,4.4,55,9.4,1015.8
2023-02-22T17:00,2.6,92,1.60,1.20,0.28,73,100,8.9,43,16.6,1015.6
2023-02-22T18:00,2.5,93,0.70,0.70,0.00,53,100,10.5,59,17.6,1015.3
2023-02-22T19:00,2.5,94,0.20,0.20,0.00,51,100,11.6,68,20.5,1015.0
2023-02-22T20:00,2.3,93,0.10,0.10,0.00,51,100,13.7,55,24.8,1013.8
2023-02-22T21:00,2.2,95,0.20,0.20,0.00,51,100,15.0,55,25.9,1013.2
2023-02-22T22:00,2.3,96,0.30,0.30,0.00,51,100,14.4,68,26.3,1012.7
2023-02-22T23:00,2.5,95,0.10,0.10,0.00,51,100,12.7,65,23.4,1012.6
2023-02-23T00:00,2.7,92,0.00,0.00,0.00,3,100,15.8,63,25.6,1011.2
2023-02-23T01:00,2.8,92,0.00,0.00,0.00,3,100,15.9,62,25.6,1010.0
2023-02-23T02:00,3.0,93,0.00,0.00,0.00,3,100,14.4,58,26.3,1008.5
2023-02-23T03:00,3.3,93,0.00,0.00,0.00,3,100,11.3,59,22.7,1007.8
2023-02-23T04:00,3.5,93,0.00,0.00,0.00,3,100,10.8,37,17.6,1006.8
2023-02-23T05:00,3.5,96,0.30,0.30,0.00,51,100,11.5,41,19.8,1005.8
2023-02-23T06:00,3.8,94,0.30,0.30,0.00,51,100,12.5,44,20.2,1005.7
2023-02-23T07:00,3.8,95,0.00,0.00,0.00,3,100,12.7,47,19.8,1005.8
2023-02-23T08:00,2.7,92,0.00,0.00,0.00,3,100,12.5,46,19.8,1006.8
2023-02-23T09:00,3.0,91,0.00,0.00,0.00,3,100,15.5,36,25.9,1008.2
2023-02-23T10:00,3.6,88,0.00,0.00,0.00,3,100,16.1,50,27.7,1008.4
2023-02-23T11:00,4.6,86,0.00,0.00,0.00,3,100,13.0,46,27.4,1008.5
2023-02-23T12:00,5.3,83,0.00,0.00,0.00,3,100,13.8,28,26.3,1009.3
2023-02-23T13:00,5.7,82,0.00,0.00,0.00,3,100,13.0,28,26.6,1009.3
2023-02-23T14:00,6.7,78,0.00,0.00,0.00,3,98,12.4,26,25.2,1009.7
2023-02-23T15:00,7.6,76,0.00,0.00,0.00,3,100,10.9,34,24.5,1009.8
2023-02-23T16:00,7.8,78,0.00,0.00,0.00,3,99,11.0,52,23.0,1010.2
2023-02-23T17:00,7.2,78,0.00,0.00,0.00,0,8,12.6,85,24.1,1010.4
2023-02-23T18:00,6.8,80,0.00,0.00,0.00,0,16,10.5,84,22.7,1010.7
2023-02-23T19:00,5.3,89,0.00,0.00,0.00,0,12,12.2,124,18.4,1010.3
2023-02-23T20:00,3.8,89,0.00,0.00,0.00,0,13,10.5,121,20.2,1011.3
2023-02-23T21:00,4.0,90,0.00,0.00,0.00,3,100,12.4,120,19.8,1011.1
2023-02-23T22:00,4.1,92,0.00,0.00,0.00,3,100,13.9,143,22.0,1010.6
2023-02-23T23:00,4.8,93,0.00,0.00,0.00,3,100,14.9,172,25.6,1009.7
2023-02-24T00:00,5.3,94,0.00,0.00,0.00,3,100,10.4,194,23.8,1009.3
2023-02-24T01:00,4.9,96,0.00,0.00,0.00,3,97,6.4,232,16.2,1008.5
2023-02-24T02:00,4.9,95,0.00,0.00,0.00,3,100,16.2,343,25.9,1009.4
2023-02-24T03:00,5.1,94,0.00,0.00,0.00,0,13,9.0,323,24.8,1009.2
2023-02-24T04:00,4.2,96,0.00,0.00,0.00,3,83,8.0,342,17.6,1009.0
2023-02-24T05:00,5.2,92,0.00,0.00,0.00,3,100,11.3,333,17.3,1010.0
2023-02-24T06:00,7.0,82,0.00,0.00,0.00,0,8,20.8,323,31.0,1010.9
2023-02-24T07:00,5.8,77,0.00,0.00,0.00,0,1,25.1,309,38.5,1012.4
2023-02-24T08:00,4.8,85,0.00,0.00,0.00,1,21,15.4,327,48.6,1013.5
2023-02-24T09:00,6.6,61,0.00,0.00,0.00,0,1,26.1,309,40.3,1015.4
2023-02-24T10:00,7.4,44,0.00,0.00,0.00,3,84,35.3,302,54.4,1016.2
2023-02-24T11:00,5.8,53,0.00,0.00,0.00,3,97,28.5,339,58.3,1018.0
2023-02-24T12:00,5.4,47,0.00,0.00,0.00,0,10,31.6,319,53.3,1019.0
2023-02-24T13:00,5.9,43,0.00,0.00,0.00,2,73,33.1,318,56.5,1020.1
2023-02-24T14:00,4.8,40,0.00,0.00,0.00,0,2,33.9,317,58.7,1020.6
2023-02-24T15:00,4.6,36,0.00,0.00,0.00,0,0,33.9,315,58.7,1021.4
2023-02-24T16:00,4.3,34,0.00,0.00,0.00,0,1,32.2,320,57.6,1022.3
2023-02-24T17:00,3.3,34,0.00,0.00,0.00,0,1,28.7,321,54.4,1023.4
2023-02-24T18:00,1.9,38,0.00,0.00,0.00,0,0,24.2,323,47.9,1024.9
2023-02-24T19:00,0.6,42,0.00,0.00,0.00,1,45,21.9,333,39.6,1026.6
2023-02-24T20:00,0.4,44,0.00,0.00,0.00,2,64,19.2,332,37.4,1027.9
2023-02-24T21:00,-0.5,48,0.00,0.00,0.00,0,13,16.7,335,31.0,1029.0
2023-02-24T22:00,-1.3,50,0.00,0.00,0.00,2,59,15.8,339,27.7,1030.2
2023-02-24T23:00,-2.1,47,0.00,0.00,0.00,0,0,18.0,334,29.9,1030.6
2023-02-25T00:00,-3.1,46,0.00,0.00,0.00,0,0,19.5,330,33.1,1030.7
2023-02-25T01:00,-4.0,45,0.00,0.00,0.00,0,0,18.6,328,33.1,1031.0
2023-02-25T02:00,-4.6,46,0.00,0.00,0.00,0,0,16.9,331,31.3,1031.3
2023-02-25T03:00,-5.0,49,0.00,0.00,0.00,0,6,15.0,336,28.8,1030.9
2023-02-25T04:00,-5.3,51,0.00,0.00,0.00,1,49,12.8,344,25.6,1030.3
2023-02-25T05:00,-5.6,53,0.00,0.00,0.00,3,81,10.5,356,22.0,1029.8
2023-02-25T06:00,-5.6,57,0.00,0.00,0.00,3,100,7.4,23,18.4,1029.5
2023-02-25T07:00,-5.3,61,0.00,0.00,0.00,3,100,6.2,54,13.7,1029.7
2023-02-25T08:00,-5.2,52,0.00,0.00,0.00,3,100,3.1,21,16.2,1029.6
2023-02-25T09:00,-4.7,55,0.00,0.00,0.00,3,100,0.0,270,7.6,1030.1
2023-02-25T10:00,-4.3,59,0.10,0.00,0.07,71,100,3.4,122,10.8,1029.1
2023-02-25T11:00,-3.6,63,0.10,0.00,0.07,71,100,4.8,132,14.0,1028.4
2023-02-25T12:00,-3.0,66,0.10,0.00,0.07,71,100,5.0,159,14.8,1027.8
2023-02-25T13:00,-2.5,70,0.10,0.00,0.07,71,100,8.2,151,18.4,1026.2
2023-02-25T14:00,-1.6,70,0.20,0.00,0.14,71,100,13.2,158,25.2,1024.9
2023-02-25T15:00,-1.4,70,0.10,0.00,0.07,71,100,18.1,157,32.0,1023.1
2023-02-25T16:00,-0.7,68,0.00,0.00,0.00,3,100,19.8,168,34.9,1021.2
2023-02-25T17:00,0.1,68,0.00,0.00,0.00,3,100,17.3,181,35.3,1020.1
2023-02-25T18:00,0.2,68,0.00,0.00,0.00,3,100,13.3,199,30.2,1019.4
2023-02-25T19:00,0.2,70,0.00,0.00,0.00,3,100,8.9,220,22.7,1019.3
2023-02-25T20:00,-0.4,70,0.00,0.00,0.00,2,68,2.1,31,15.1,1019.3
2023-02-25T21:00,-1.1,75,0.00,0.00,0.00,0,10,3.1,45,5.8,1018.6
2023-02-25T22:00,-3.2,86,0.00,0.00,0.00,0,4,5.6,50,9.4,1018.4
2023-02-25T23:00,-2.3,86,0.00,0.00,0.00,0,0,3.1,54,9.0,1018.0
2023-02-26T00:00,-1.5,84,0.00,0.00,0.00,0,0,0.8,63,5.0,1017.4
2023-02-26T01:00,-1.6,85,0.00,0.00,0.00,0,0,1.5,135,2.2,1016.8
2023-02-26T02:00,-1.5,87,0.00,0.00,0.00,0,0,3.8,197,5.0,1016.1
2023-02-26T03:00,-1.5,91,0.00,0.00,0.00,0,0,4.6,219,6.5,1015.2
2023-02-26T04:00,-2.2,94,0.00,0.00,0.00,0,0,5.5,238,7.6,1014.0
2023-02-26T05:00,-3.8,93,0.00,0.00,0.00,0,0,7.4,247,10.8,1013.8
2023-02-26T06:00,-3.3,93,0.00,0.00,0.00,0,0,6.2,249,10.8,1013.6
2023-02-26T07:00,-3.2,92,0.00,0.00,0.00,1,45,6.9,242,11.9,1013.4
2023-02-26T08:00,-3.2,96,0.00,0.00,0.00,2,78,8.9,230,14.4,1013.3
2023-02-26T09:00,-1.5,86,0.00,0.00,0.00,0,0,10.3,205,19.1,1012.6
2023-02-26T10:00,0.5,75,0.00,0.00,0.00,0,3,12.1,207,24.5,1012.1
2023-02-26T11:00,2.8,67,0.00,0.00,0.00,0,18,15.0,204,28.4,1011.2
2023-02-26T12:00,5.4,58,0.00,0.00,0.00,3,97,24.2,233,42.8,1009.8
2023-02-26T13:00,6.8,58,0.00,0.00,0.00,3,85,25.4,238,43.6,1008.0
2023-02-26T14:00,8.5,49,0.00,0.00,0.00,1,28,27.7,232,46.8,1005.5
2023-02-26T15:00,10.2,42,0.00,0.00,0.00,1,40,34.7,260,55.4,1004.1
2023-02-26T16:00,9.7,45,0.00,0.00,0.00,2,70,33.0,259,60.5,1003.4
2023-02-26T17:00,9.7,48,0.00,0.00,0.00,3,98,22.8,249,53.6,1002.6
2023-02-26T18:00,8.6,55,0.00,0.00,0.00,0,1,21.8,239,35.6,1001.9
2023-02-26T19:00,7.2,54,0.00,0.00,0.00,0,0,24.1,253,38.2,1002.2
2023-02-26T20:00,4.3,68,0.00,0.00,0.00,0,0,16.2,269,40.0,1003.3
2023-02-26T21:00,2.2,65,0.00,0.00,0.00,0,0,10.7,315,25.6,1004.1
2023-02-26T22:00,0.9,67,0.00,0.00,0.00,0,0,9.3,324,16.9,1005.3
2023-02-26T23:00,0.5,66,0.00,0.00,0.00,0,0,11.8,340,18.0,1006.3
2023-02-27T00:00,0.1,69,0.00,0.00,0.00,0,0,10.1,343,19.8,1007.2
